GENE	AE_1	AE_2
VDAC1P7	9063.2	9064.2
LINC02077	9064.2	9065.2
AC117462.1	9065.2	9066.2
AC108752.1	9066.2	9067.2
MRPS17P3	9067.2	9068.2
ROBO1	9068.2	9069.2
AC055731.1	9069.2	9070.2
HMGB1P38	9070.2	9071.2
OSBPL9P1	9071.2	9072.2
HNRNPA3P8	9072.2	9073.2
AC108740.1	9073.2	9074.2
AC068756.1	9074.2	9075.2
LINC02050	9075.2	9076.2
LINC02027	9076.2	9077.2
AC099542.2	9077.2	9078.2
AC099542.1	9078.2	9079.2
AC107302.1	9079.2	9080.2
GBE1	9080.2	9081.2
SETP6	9081.2	9082.2
AC017015.1	9082.2	9083.2
AC017015.2	9083.2	9084.2
AC129807.1	9084.2	9085.2
LINC02008	9085.2	9086.2
RPL7AP23	9086.2	9087.2
CYP51A1P1	9087.2	9088.2
SRRM1P2	9088.2	9089.2
LINC00971	9089.2	9090.2
AC117482.1	9090.2	9091.2
LINC02025	9091.2	9092.2
CADM2	9092.2	9093.2
CADM2-AS2	9093.2	9094.2
CADM2-AS1	9094.2	9095.2
THAP12P2	9095.2	9096.2
AC108733.1	9096.2	9097.2
LINC02070	9097.2	9098.2
AC108706.1	9098.2	9099.2
VGLL3	9099.2	9100.2
PPATP1	9100.2	9101.2
LINC00506	9101.2	9102.2
CHMP2B	9102.2	9103.2
POU1F1	9103.2	9104.2
KRT8P25	9104.2	9105.2
APOOP2	9105.2	9106.2
PSMC1P6	9106.2	9107.2
AC108749.1	9107.2	9108.2
HTR1F	9108.2	9109.2
CGGBP1	9109.2	9110.2
AC119733.1	9110.2	9111.2
ZNF654	9111.2	9112.2
CBX5P1	9112.2	9113.2
C3orf38	9113.2	9114.2
ABCF2P1	9114.2	9115.2
CSNKA2IP	9115.2	9116.2
NDUFA5P5	9116.2	9117.2
ICE2P2	9117.2	9118.2
GAPDHP50	9118.2	9119.2
EPHA3	9119.2	9120.2
MTCO2P6	9120.2	9121.2
MTCO1P6	9121.2	9122.2
PROS2P	9122.2	9123.2
HSPE1P19	9123.2	9124.2
ABBA01000935.2	9124.2	9125.2
PROS1	9125.2	9126.2
ARL13B	9126.2	9127.2
HMGN1P7	9127.2	9128.2
STX19	9128.2	9129.2
DHFR2	9129.2	9130.2
NSUN3	9130.2	9131.2
RBBP4P2	9131.2	9132.2
ARMC10P1	9132.2	9133.2
AC140059.1	9133.2	9134.2
WDR82P1	9134.2	9135.2
LINC00879	9135.2	9136.2
RPS18P6	9136.2	9137.2
MTHFD2P1	9137.2	9138.2
AC107304.1	9138.2	9139.2
HNRNPKP4	9139.2	9140.2
AC107015.1	9140.2	9141.2
MTRNR2L12	9141.2	9142.2
RPL18AP8	9142.2	9143.2
RCC2P5	9143.2	9144.2
CDV3P1	9144.2	9145.2
EPHA6	9145.2	9146.2
AC117470.1	9146.2	9147.2
AC110491.1	9147.2	9148.2
ARL6	9148.2	9149.2
AC110491.3	9149.2	9150.2
CRYBG3	9150.2	9151.2
AC110491.2	9151.2	9152.2
RIOX2	9152.2	9153.2
AC026100.1	9153.2	9154.2
GABRR3	9154.2	9155.2
OR5BM1P	9155.2	9156.2
OR5AC1	9156.2	9157.2
OR5AC2	9157.2	9158.2
AC117460.1	9158.2	9159.2
OR5AC4P	9159.2	9160.2
POU5F1P7	9160.2	9161.2
OR5H1	9161.2	9162.2
OR5H14	9162.2	9163.2
OR5H15	9163.2	9164.2
OR5H5P	9164.2	9165.2
OR5H3P	9165.2	9166.2
OR5H4P	9166.2	9167.2
AC117473.1	9167.2	9168.2
OR5H7P	9168.2	9169.2
OR5H6	9169.2	9170.2
OR5H2	9170.2	9171.2
OR5H8	9171.2	9172.2
OR5K4	9172.2	9173.2
OR5K3	9173.2	9174.2
UBFD1P1	9174.2	9175.2
OR5K1	9175.2	9176.2
OR5K2	9176.2	9177.2
CLDND1	9177.2	9178.2
AC021660.3	9178.2	9179.2
AC021660.2	9179.2	9180.2
RPL38P4	9180.2	9181.2
GPR15	9181.2	9182.2
CPOX	9182.2	9183.2
AC021660.1	9183.2	9184.2
WWP1P1	9184.2	9185.2
ST3GAL6-AS1	9185.2	9186.2
ST3GAL6	9186.2	9187.2
PDLIM1P4	9187.2	9188.2
DCBLD2	9188.2	9189.2
AC091212.1	9189.2	9190.2
LINC00973	9190.2	9191.2
ACTG1P13	9191.2	9192.2
AC107297.1	9192.2	9193.2
AC078828.1	9193.2	9194.2
AC107029.1	9194.2	9195.2
AC107029.2	9195.2	9196.2
COL8A1	9196.2	9197.2
AC069222.1	9197.2	9198.2
CMSS1	9198.2	9199.2
FILIP1L	9199.2	9200.2
TMEM30CP	9200.2	9201.2
DUSP12P1	9201.2	9202.2
VTI1BP1	9202.2	9203.2
TBC1D23	9203.2	9204.2
NIT2	9204.2	9205.2
TOMM70	9205.2	9206.2
LNP1	9206.2	9207.2
TMEM45A	9207.2	9208.2
ADGRG7	9208.2	9209.2
GMFBP1	9209.2	9210.2
TFG	9210.2	9211.2
ABI3BP	9211.2	9212.2
AC080014.1	9212.2	9213.2
ACTR3P3	9213.2	9214.2
IMPG2	9214.2	9215.2
SENP7	9215.2	9216.2
ZNF90P1	9216.2	9217.2
AC110994.1	9217.2	9218.2
AC110994.2	9218.2	9219.2
FAM172BP	9219.2	9220.2
TRMT10C	9220.2	9221.2
PCNP	9221.2	9222.2
AC073861.1	9222.2	9223.2
AC084198.1	9223.2	9224.2
ZBTB11	9224.2	9225.2
ZBTB11-AS1	9225.2	9226.2
RPL24	9226.2	9227.2
PDCL3P4	9227.2	9228.2
CEP97	9228.2	9229.2
NXPE3	9229.2	9230.2
AC020651.1	9230.2	9231.2
NFKBIZ	9231.2	9232.2
LINC02085	9232.2	9233.2
AC106712.1	9233.2	9234.2
ZPLD1	9234.2	9235.2
NDUFA4P2	9235.2	9236.2
AC046144.1	9236.2	9237.2
TUBBP11	9237.2	9238.2
RAP1BP2	9238.2	9239.2
AC091804.1	9239.2	9240.2
ALCAM	9240.2	9241.2
CBLB	9241.2	9242.2
AC079382.1	9242.2	9243.2
LINC00882	9243.2	9244.2
FCF1P3	9244.2	9245.2
MTND4P16	9245.2	9246.2
MTND4LP3	9246.2	9247.2
MTND3P6	9247.2	9248.2
MTCO3P35	9248.2	9249.2
MTATP6P22	9249.2	9250.2
MTND5P16	9250.2	9251.2
MTND6P6	9251.2	9252.2
MTCO1P35	9252.2	9253.2
MTND1P16	9253.2	9254.2
MTND2P14	9254.2	9255.2
AC074043.1	9255.2	9256.2
DUBR	9256.2	9257.2
AC063944.1	9257.2	9258.2
CSP2	9258.2	9259.2
AC063944.2	9259.2	9260.2
CCDC54	9260.2	9261.2
BBX	9261.2	9262.2
LINC00636	9262.2	9263.2
LINC00635	9263.2	9264.2
AC012020.1	9264.2	9265.2
CD47	9265.2	9266.2
LINC01215	9266.2	9267.2
IFT57	9267.2	9268.2
HHLA2	9268.2	9269.2
HNRNPA1P17	9269.2	9270.2
MYH15	9270.2	9271.2
AC069499.1	9271.2	9272.2
CIP2A	9272.2	9273.2
AC069499.2	9273.2	9274.2
DZIP3	9274.2	9275.2
AC092185.1	9275.2	9276.2
RETNLB	9276.2	9277.2
TRAT1	9277.2	9278.2
GUCA1C	9278.2	9279.2
MORC1	9279.2	9280.2
MORC1-AS1	9280.2	9281.2
C3orf85	9281.2	9282.2
AC063923.2	9282.2	9283.2
LINC00488	9283.2	9284.2
AC063923.1	9284.2	9285.2
DPPA2	9285.2	9286.2
DPPA4	9286.2	9287.2
AC124945.1	9287.2	9288.2
AC092905.1	9288.2	9289.2
H3P12	9289.2	9290.2
LINC01205	9290.2	9291.2
PPIAP15	9291.2	9292.2
AC078980.1	9292.2	9293.2
DIMT1P1	9293.2	9294.2
NFYBP1	9294.2	9295.2
AC078918.1	9295.2	9296.2
AC117430.1	9296.2	9297.2
RPSAP29	9297.2	9298.2
NECTIN3-AS1	9298.2	9299.2
NECTIN3	9299.2	9300.2
CD96	9300.2	9301.2
AC092916.1	9301.2	9302.2
ATP6V0CP2	9302.2	9303.2
AC092916.2	9303.2	9304.2
ZBED2	9304.2	9305.2
NT5C3AP2	9305.2	9306.2
PLCXD2	9306.2	9307.2
PLCXD2-AS1	9307.2	9308.2
PHLDB2	9308.2	9309.2
ABHD10	9309.2	9310.2
TAGLN3	9310.2	9311.2
RFKP2	9311.2	9312.2
TMPRSS7	9312.2	9313.2
C3orf52	9313.2	9314.2
GCSAM	9314.2	9315.2
TBILA	9315.2	9316.2
SLC9C1	9316.2	9317.2
AC128688.1	9317.2	9318.2
AC112487.1	9318.2	9319.2
AC112487.2	9319.2	9320.2
CD200	9320.2	9321.2
AC092894.1	9321.2	9322.2
BTLA	9322.2	9323.2
OR7E100P	9323.2	9324.2
AC092692.1	9324.2	9325.2
ATG3	9325.2	9326.2
SLC35A5	9326.2	9327.2
CCDC80	9327.2	9328.2
AC048334.1	9328.2	9329.2
LINC02042	9329.2	9330.2
CD200R1L-AS1	9330.2	9331.2
CD200R1L	9331.2	9332.2
CD200R1	9332.2	9333.2
AC074044.1	9333.2	9334.2
GTPBP8	9334.2	9335.2
NEPRO	9335.2	9336.2
AC078785.1	9336.2	9337.2
AC078785.3	9337.2	9338.2
AC078785.2	9338.2	9339.2
LINC02044	9339.2	9340.2
BOC	9340.2	9341.2
CFAP44	9341.2	9342.2
AC026348.1	9342.2	9343.2
AC112128.1	9343.2	9344.2
CFAP44-AS1	9344.2	9345.2
SPICE1	9345.2	9346.2
SIDT1	9346.2	9347.2
SIDT1-AS1	9347.2	9348.2
USF3	9348.2	9349.2
NAA50	9349.2	9350.2
AC108693.1	9350.2	9351.2
AC108693.2	9351.2	9352.2
ATP6V1A	9352.2	9353.2
GRAMD1C	9353.2	9354.2
AC079944.1	9354.2	9355.2
AC079944.2	9355.2	9356.2
VPS26AP1	9356.2	9357.2
AC128687.2	9357.2	9358.2
ZDHHC23	9358.2	9359.2
CCDC191	9359.2	9360.2
AC128687.1	9360.2	9361.2
AC092896.1	9361.2	9362.2
QTRT2	9362.2	9363.2
H2BP3	9363.2	9364.2
DRD3	9364.2	9365.2
AC093010.1	9365.2	9366.2
FAM214BP1	9366.2	9367.2
ZNF80	9367.2	9368.2
TIGIT	9368.2	9369.2
ZBTB20	9369.2	9370.2
AC093010.2	9370.2	9371.2
ZBTB20-AS1	9371.2	9372.2
ZBTB20-AS5	9372.2	9373.2
ZBTB20-AS2	9373.2	9374.2
ZBTB20-AS3	9374.2	9375.2
YBX1P3	9375.2	9376.2
ZBTB20-AS4	9376.2	9377.2
EIF4E2P2	9377.2	9378.2
GAP43	9378.2	9379.2
AC092468.1	9379.2	9380.2
LSAMP	9380.2	9381.2
LSAMP-AS1	9381.2	9382.2
LINC00903	9382.2	9383.2
BZW1P2	9383.2	9384.2
TUSC7	9384.2	9385.2
LINC00901	9385.2	9386.2
PTMAP8	9386.2	9387.2
AC092691.1	9387.2	9388.2
AC092691.2	9388.2	9389.2
LINC02024	9389.2	9390.2
AC092691.3	9390.2	9391.2
AC068633.1	9391.2	9392.2
IGSF11	9392.2	9393.2
IGSF11-AS1	9393.2	9394.2
TEX55	9394.2	9395.2
AC083800.1	9395.2	9396.2
UPK1B	9396.2	9397.2
B4GALT4	9397.2	9398.2
B4GALT4-AS1	9398.2	9399.2
ARHGAP31	9399.2	9400.2
RPS26P21	9400.2	9401.2
ARHGAP31-AS1	9401.2	9402.2
TMEM39A	9402.2	9403.2
POGLUT1	9403.2	9404.2
AC073352.1	9404.2	9405.2
TIMMDC1	9405.2	9406.2
CD80	9406.2	9407.2
AC073352.2	9407.2	9408.2
ADPRH	9408.2	9409.2
PLA1A	9409.2	9410.2
RPL10P7	9410.2	9411.2
POPDC2	9411.2	9412.2
COX17	9412.2	9413.2
AC023494.1	9413.2	9414.2
CFAP91	9414.2	9415.2
AC069444.2	9415.2	9416.2
AC069444.1	9416.2	9417.2
NR1I2	9417.2	9418.2
PHBP8	9418.2	9419.2
GSK3B	9419.2	9420.2
AC092910.4	9420.2	9421.2
AC078856.1	9421.2	9422.2
AC092910.1	9422.2	9423.2
AC092910.2	9423.2	9424.2
AC092910.3	9424.2	9425.2
GPR156	9425.2	9426.2
AC063952.2	9426.2	9427.2
LRRC58	9427.2	9428.2
AC063952.1	9428.2	9429.2
AC063952.4	9429.2	9430.2
AC063952.3	9430.2	9431.2
FSTL1	9431.2	9432.2
AC126182.1	9432.2	9433.2
AC126182.2	9433.2	9434.2
NDUFB4	9434.2	9435.2
HGD	9435.2	9436.2
RABL3	9436.2	9437.2
MTCO1P29	9437.2	9438.2
MTCO2P29	9438.2	9439.2
GTF2E1	9439.2	9440.2
NAP1L1P3	9440.2	9441.2
LINC02049	9441.2	9442.2
STXBP5L	9442.2	9443.2
AC072026.1	9443.2	9444.2
AC078857.1	9444.2	9445.2
AC079841.1	9445.2	9446.2
POLQ	9446.2	9447.2
RPL7AP11	9447.2	9448.2
ARGFX	9448.2	9449.2
FBXO40	9449.2	9450.2
HCLS1	9450.2	9451.2
GOLGB1	9451.2	9452.2
IQCB1	9452.2	9453.2
EAF2	9453.2	9454.2
SLC15A2	9454.2	9455.2
ILDR1	9455.2	9456.2
CD86	9456.2	9457.2
AC068630.1	9457.2	9458.2
CASR	9458.2	9459.2
HNRNPA1P23	9459.2	9460.2
CSTA	9460.2	9461.2
CCDC58	9461.2	9462.2
FAM162A	9462.2	9463.2
WDR5B	9463.2	9464.2
AC083798.2	9464.2	9465.2
AC083798.1	9465.2	9466.2
KPNA1	9466.2	9467.2
AC096861.1	9467.2	9468.2
PARP9	9468.2	9469.2
DTX3L	9469.2	9470.2
PARP15	9470.2	9471.2
EIF4BP8	9471.2	9472.2
PARP14	9472.2	9473.2
HSPBAP1	9473.2	9474.2
SLC49A4	9474.2	9475.2
LINC02035	9475.2	9476.2
SEMA5B	9476.2	9477.2
PDIA5	9477.2	9478.2
SEC22A	9478.2	9479.2
AC112503.2	9479.2	9480.2
ADCY5	9480.2	9481.2
AC112503.1	9481.2	9482.2
HACD2	9482.2	9483.2
MYLK-AS1	9483.2	9484.2
MYLK	9484.2	9485.2
MYLK-AS2	9485.2	9486.2
AC020634.2	9486.2	9487.2
CCDC14	9487.2	9488.2
ROPN1	9488.2	9489.2
KALRN	9489.2	9490.2
RPL7P15	9490.2	9491.2
AC022336.2	9491.2	9492.2
UMPS	9492.2	9493.2
AC022336.1	9493.2	9494.2
ITGB5	9494.2	9495.2
ITGB5-AS1	9495.2	9496.2
AC022336.3	9496.2	9497.2
ENO1P3	9497.2	9498.2
MUC13	9498.2	9499.2
HEG1	9499.2	9500.2
SLC12A8	9500.2	9501.2
ZNF148	9501.2	9502.2
DUTP1	9502.2	9503.2
DNAJB6P7	9503.2	9504.2
SNX4	9504.2	9505.2
OSBPL11	9505.2	9506.2
AF186996.3	9506.2	9507.2
AF186996.2	9507.2	9508.2
OR7E130P	9508.2	9509.2
OR7E29P	9509.2	9510.2
OR7E93P	9510.2	9511.2
OR7E53P	9511.2	9512.2
OR7E97P	9512.2	9513.2
AF186996.1	9513.2	9514.2
AC092902.4	9514.2	9515.2
AC092902.5	9515.2	9516.2
AC092902.2	9516.2	9517.2
AC092902.1	9517.2	9518.2
RPS3AP14	9518.2	9519.2
SNRPCP11	9519.2	9520.2
LINC02614	9520.2	9521.2
ENPP7P4	9521.2	9522.2
AC092903.2	9522.2	9523.2
FAM86JP	9523.2	9524.2
ALG1L	9524.2	9525.2
AC092903.1	9525.2	9526.2
ROPN1B	9526.2	9527.2
SLC41A3	9527.2	9528.2
AC117422.1	9528.2	9529.2
AC079848.1	9529.2	9530.2
ALDH1L1	9530.2	9531.2
ALDH1L1-AS1	9531.2	9532.2
ALDH1L1-AS2	9532.2	9533.2
AC016924.1	9533.2	9534.2
KLF15	9534.2	9535.2
CCDC37-DT	9535.2	9536.2
CFAP100	9536.2	9537.2
AC073439.1	9537.2	9538.2
ZXDC	9538.2	9539.2
UROC1	9539.2	9540.2
CHST13	9540.2	9541.2
C3orf22	9541.2	9542.2
TXNRD3	9542.2	9543.2
AC024558.1	9543.2	9544.2
NUP210P1	9544.2	9545.2
AC078867.1	9545.2	9546.2
CHCHD6	9546.2	9547.2
RCC2P4	9547.2	9548.2
AC011199.1	9548.2	9549.2
PLXNA1	9549.2	9550.2
C3orf56	9550.2	9551.2
AC112482.1	9551.2	9552.2
PRR20G	9552.2	9553.2
LINC02016	9553.2	9554.2
LINC01471	9554.2	9555.2
AC016968.1	9555.2	9556.2
LINC02034	9556.2	9557.2
TPRA1	9557.2	9558.2
AC084035.1	9558.2	9559.2
MCM2	9559.2	9560.2
AC023593.1	9560.2	9561.2
PODXL2	9561.2	9562.2
ABTB1	9562.2	9563.2
MGLL	9563.2	9564.2
KBTBD12	9564.2	9565.2
SEC61A1	9565.2	9566.2
RUVBL1	9566.2	9567.2
RUVBL1-AS1	9567.2	9568.2
EEFSEC	9568.2	9569.2
AL449214.1	9569.2	9570.2
DNAJB8	9570.2	9571.2
DNAJB8-AS1	9571.2	9572.2
GATA2	9572.2	9573.2
GATA2-AS1	9573.2	9574.2
TMED10P2	9574.2	9575.2
LINC01565	9575.2	9576.2
RPN1	9576.2	9577.2
POU5F1P6	9577.2	9578.2
RAB7A	9578.2	9579.2
MARK2P8	9579.2	9580.2
FTH1P4	9580.2	9581.2
RPS15AP16	9581.2	9582.2
MARK2P17	9582.2	9583.2
MARK3P3	9583.2	9584.2
MARK2P6	9584.2	9585.2
AC112484.3	9585.2	9586.2
AC112484.1	9586.2	9587.2
AC112484.2	9587.2	9588.2
ACAD9	9588.2	9589.2
CFAP92	9589.2	9590.2
AC112484.4	9590.2	9591.2
EFCC1	9591.2	9592.2
AC108673.1	9592.2	9593.2
GP9	9593.2	9594.2
RAB43	9594.2	9595.2
ISY1-RAB43	9595.2	9596.2
AC108673.2	9596.2	9597.2
ISY1	9597.2	9598.2
AC108673.3	9598.2	9599.2
CNBP	9599.2	9600.2
RPS27P12	9600.2	9601.2
COPG1	9601.2	9602.2
HMCES	9602.2	9603.2
H1-10	9603.2	9604.2
H1-10-AS1	9604.2	9605.2
NUP210P3	9605.2	9606.2
AC137695.1	9606.2	9607.2
AC137695.2	9607.2	9608.2
AL449212.1	9608.2	9609.2
RPL32P3	9609.2	9610.2
EFCAB12	9610.2	9611.2
MBD4	9611.2	9612.2
IFT122	9612.2	9613.2
RHO	9613.2	9614.2
H1-8	9614.2	9615.2
PLXND1	9615.2	9616.2
AC023162.1	9616.2	9617.2
TMCC1	9617.2	9618.2
AC083799.1	9618.2	9619.2
TMCC1-AS1	9619.2	9620.2
AC083906.3	9620.2	9621.2
TRH	9621.2	9622.2
AC083906.1	9622.2	9623.2
AC083906.5	9623.2	9624.2
AC083906.2	9624.2	9625.2
OR7E129P	9625.2	9626.2
OR7E21P	9626.2	9627.2
AC083906.4	9627.2	9628.2
ALG1L2	9628.2	9629.2
LINC02014	9629.2	9630.2
FAM86HP	9630.2	9631.2
LINC02021	9631.2	9632.2
ENPP7P3	9632.2	9633.2
SNRPCP8	9633.2	9634.2
COL6A4P2	9634.2	9635.2
AC093004.1	9635.2	9636.2
COL6A5	9636.2	9637.2
COL6A6	9637.2	9638.2
PIK3R4	9638.2	9639.2
AC097105.1	9639.2	9640.2
GSTO3P	9640.2	9641.2
ATP2C1	9641.2	9642.2
AC055733.4	9642.2	9643.2
AC055733.2	9643.2	9644.2
AC055733.1	9644.2	9645.2
AC055733.3	9645.2	9646.2
ASTE1	9646.2	9647.2
NEK11	9647.2	9648.2
AC116424.1	9648.2	9649.2
AC010210.1	9649.2	9650.2
NUDT16P1	9650.2	9651.2
NUDT16	9651.2	9652.2
AC107027.3	9652.2	9653.2
MRPL3	9653.2	9654.2
AC107027.1	9654.2	9655.2
BCL2L12P1	9655.2	9656.2
CPNE4	9656.2	9657.2
AC107027.2	9657.2	9658.2
PSMC2P1	9658.2	9659.2
RPL7P16	9659.2	9660.2
ACP3	9660.2	9661.2
AC020633.1	9661.2	9662.2
NIP7P2	9662.2	9663.2
DNAJC13	9663.2	9664.2
ACAD11	9664.2	9665.2
NPHP3-ACAD11	9665.2	9666.2
ACKR4	9666.2	9667.2
HSPA8P19	9667.2	9668.2
UBA5	9668.2	9669.2
NPHP3	9669.2	9670.2
NPHP3-AS1	9670.2	9671.2
AC079942.1	9671.2	9672.2
TMEM108	9672.2	9673.2
TMEM108-AS1	9673.2	9674.2
BFSP2	9674.2	9675.2
AC055753.1	9675.2	9676.2
BFSP2-AS1	9676.2	9677.2
AC022296.2	9677.2	9678.2
AC022296.4	9678.2	9679.2
AC022296.3	9679.2	9680.2
CDV3	9680.2	9681.2
TOPBP1	9681.2	9682.2
INHCAP	9682.2	9683.2
TF	9683.2	9684.2
AC080128.1	9684.2	9685.2
SRPRB	9685.2	9686.2
AC080128.2	9686.2	9687.2
RAB6B	9687.2	9688.2
C3orf36	9688.2	9689.2
SLCO2A1	9689.2	9690.2
LINC02000	9690.2	9691.2
RYK	9691.2	9692.2
HMGB3P14	9692.2	9693.2
LINC02004	9693.2	9694.2
AC010207.1	9694.2	9695.2
RPL39P5	9695.2	9696.2
AMOTL2	9696.2	9697.2
HMGN1P9	9697.2	9698.2
HMGB3P13	9698.2	9699.2
ANAPC13	9699.2	9700.2
CEP63	9700.2	9701.2
AC026117.1	9701.2	9702.2
EPHB1	9702.2	9703.2
KY	9703.2	9704.2
AC092969.1	9704.2	9705.2
AC092989.1	9705.2	9706.2
NDUFS6P1	9706.2	9707.2
PPP2R3A	9707.2	9708.2
AC072039.1	9708.2	9709.2
AC072039.2	9709.2	9710.2
MSL2	9710.2	9711.2
TDGF1P6	9711.2	9712.2
AC092991.1	9712.2	9713.2
PCCB	9713.2	9714.2
STAG1	9714.2	9715.2
HMGN1P10	9715.2	9716.2
AC117382.1	9716.2	9717.2
AC117382.2	9717.2	9718.2
AC096992.1	9718.2	9719.2
SLC35G2	9719.2	9720.2
NCK1-DT	9720.2	9721.2
AC096992.2	9721.2	9722.2
NCK1	9722.2	9723.2
RAD51AP1P1	9723.2	9724.2
IL20RB	9724.2	9725.2
IL20RB-AS1	9725.2	9726.2
AC117440.1	9726.2	9727.2
NPM1P17	9727.2	9728.2
SOX14	9728.2	9729.2
AC007159.1	9729.2	9730.2
HSPA8P9	9730.2	9731.2
CLDN18	9731.2	9732.2
AC016252.1	9732.2	9733.2
DZIP1L	9733.2	9734.2
KRT8P36	9734.2	9735.2
A4GNT	9735.2	9736.2
AC023049.1	9736.2	9737.2
DBR1	9737.2	9738.2
ARMC8	9738.2	9739.2
NME9	9739.2	9740.2
MRAS	9740.2	9741.2
ESYT3	9741.2	9742.2
AC022497.1	9742.2	9743.2
CEP70	9743.2	9744.2
FAIM	9744.2	9745.2
PPIAP72	9745.2	9746.2
PIK3CB	9746.2	9747.2
GAPDHP39	9747.2	9748.2
RPL23AP40	9748.2	9749.2
EEF1A1P25	9749.2	9750.2
ATP5MC1P3	9750.2	9751.2
LINC01391	9751.2	9752.2
FOXL2	9752.2	9753.2
FOXL2NB	9753.2	9754.2
PRR23A	9754.2	9755.2
MRPS22	9755.2	9756.2
PRR23B	9756.2	9757.2
PRR23C	9757.2	9758.2
RPL7L1P7	9758.2	9759.2
BPESC1	9759.2	9760.2
PISRT1	9760.2	9761.2
AC024933.1	9761.2	9762.2
COPB2	9762.2	9763.2
AC046134.2	9763.2	9764.2
RBP2	9764.2	9765.2
AC097103.1	9765.2	9766.2
ACTG1P1	9766.2	9767.2
RBP1	9767.2	9768.2
NMNAT3	9768.2	9769.2
AC046134.1	9769.2	9770.2
AC110716.2	9770.2	9771.2
AC110716.1	9771.2	9772.2
AC016933.1	9772.2	9773.2
TRMT112P5	9773.2	9774.2
CLSTN2	9774.2	9775.2
AC010181.1	9775.2	9776.2
AC010181.2	9776.2	9777.2
CLSTN2-AS1	9777.2	9778.2
AC048346.1	9778.2	9779.2
TRIM42	9779.2	9780.2
AC121333.1	9780.2	9781.2
RPL23AP41	9781.2	9782.2
SLC25A36	9782.2	9783.2
AC108727.1	9783.2	9784.2
SPSB4	9784.2	9785.2
AC108727.2	9785.2	9786.2
PXYLP1	9786.2	9787.2
AC022215.1	9787.2	9788.2
AC117383.1	9788.2	9789.2
AC117383.2	9789.2	9790.2
ZBTB38	9790.2	9791.2
AC010184.1	9791.2	9792.2
KRT18P35	9792.2	9793.2
RASA2	9793.2	9794.2
RASA2-IT1	9794.2	9795.2
YWHAQP6	9795.2	9796.2
LINC02618	9796.2	9797.2
TPT1P3	9797.2	9798.2
AC112771.1	9798.2	9799.2
RNF7	9799.2	9800.2
AC112504.2	9800.2	9801.2
GRK7	9801.2	9802.2
HMGN2P25	9802.2	9803.2
ATP1B3	9803.2	9804.2
ATP1B3-AS1	9804.2	9805.2
AC112504.1	9805.2	9806.2
TFDP2	9806.2	9807.2
AC133435.1	9807.2	9808.2
GK5	9808.2	9809.2
XRN1	9809.2	9810.2
ATR	9810.2	9811.2
AC109992.1	9811.2	9812.2
AC109992.2	9812.2	9813.2
RPL6P9	9813.2	9814.2
PLS1	9814.2	9815.2
PLS1-AS1	9815.2	9816.2
TRPC1	9816.2	9817.2
PCOLCE2	9817.2	9818.2
AC021074.1	9818.2	9819.2
AC021074.3	9819.2	9820.2
PAQR9	9820.2	9821.2
AC021074.2	9821.2	9822.2
PAQR9-AS1	9822.2	9823.2
U2SURP	9823.2	9824.2
AC026304.1	9824.2	9825.2
AC018450.2	9825.2	9826.2
CHST2	9826.2	9827.2
AC018450.1	9827.2	9828.2
PBX2P1	9828.2	9829.2
SLC9A9	9829.2	9830.2
AC131210.1	9830.2	9831.2
SLC9A9-AS1	9831.2	9832.2
SLC9A9-AS2	9832.2	9833.2
GAPDHP47	9833.2	9834.2
ST13P15	9834.2	9835.2
AC073358.1	9835.2	9836.2
AC107421.1	9836.2	9837.2
DIPK2A	9837.2	9838.2
AC011592.1	9838.2	9839.2
LARP7P4	9839.2	9840.2
GM2AP1	9840.2	9841.2
RPL21P39	9841.2	9842.2
AC055758.2	9842.2	9843.2
AC055758.1	9843.2	9844.2
AC107021.2	9844.2	9845.2
AC107021.1	9845.2	9846.2
LNCSRLR	9846.2	9847.2
PLOD2	9847.2	9848.2
PLSCR4	9848.2	9849.2
AC130509.1	9849.2	9850.2
AC069528.1	9850.2	9851.2
PLSCR2	9851.2	9852.2
AC069528.2	9852.2	9853.2
PLSCR1	9853.2	9854.2
PLSCR5	9854.2	9855.2
PLSCR5-AS1	9855.2	9856.2
AC092957.1	9856.2	9857.2
LINC02010	9857.2	9858.2
RPL21P71	9858.2	9859.2
ZIC4	9859.2	9860.2
ZIC4-AS1	9860.2	9861.2
ZIC1	9861.2	9862.2
NPM1P28	9862.2	9863.2
AC092925.1	9863.2	9864.2
AC092958.1	9864.2	9865.2
AC092958.4	9865.2	9866.2
LINC02032	9866.2	9867.2
AC092958.3	9867.2	9868.2
AC092958.2	9868.2	9869.2
AC025566.1	9869.2	9870.2
HNRNPA1P20	9870.2	9871.2
LINC02046	9871.2	9872.2
AC069410.1	9872.2	9873.2
RPL38P1	9873.2	9874.2
AGTR1	9874.2	9875.2
CPB1	9875.2	9876.2
HMGB1P30	9876.2	9877.2
AC092979.1	9877.2	9878.2
CPA3	9878.2	9879.2
UBQLN4P1	9879.2	9880.2
GYG1	9880.2	9881.2
HLTF	9881.2	9882.2
HLTF-AS1	9882.2	9883.2
MED28P2	9883.2	9884.2
HPS3	9884.2	9885.2
CP	9885.2	9886.2
CPHL1P	9886.2	9887.2
AC093001.1	9887.2	9888.2
TM4SF18	9888.2	9889.2
AC073522.1	9889.2	9890.2
TM4SF1	9890.2	9891.2
TM4SF1-AS1	9891.2	9892.2
AC108751.4	9892.2	9893.2
